30
0.02227, 0.55422
0.60666, 0.74636
0.45521, 0.1134
0.49437, 0.78399
0.53713, 0.04292
0.06162, 0.15464
0.79466, 0.04993
0.79054, 0.06695
0.72391, 0.05158
0.04444, 0.96377
0.81315, 0.9408
0.38555, 0.74718
0.20007, 0.84619
0.17916, 0.64042
0.55765, 0.46774
0.05307, 0.39046
0.25737, 0.67809
0.37446, 0.54517
0.57775, 0.87491
0.37217, 0.58654
0.39379, 0.76839
0.81207, 0.68841
0.97495, 0.64179
0.15619, 0.98781
0.77119, 0.73631
0.28074, 0.20714
0.30916, 0.00061
0.35633, 0.63381
0.44749, 0.80884
0.70082, 0.89568
