34
98539, 0.58891, 2e-05
38195, 0.88754, 4e-05
81543, 0.92327, 9e-05
21410, 0.96629, 0.00039
34404, 0.98409, 0.00055
4032, 0.99853, 0.00306
98303, 0.99928, 0.00446
57639, 0.99997, 0.01879
29292, 0.99997, 0.62803
54440, 0.99995, 0.97542
19126, 0.99926, 0.99723
18686, 0.99033, 0.9995
84046, 0.98766, 0.99972
86213, 0.92425, 0.99998
17386, 0.62412, 1.0
96638, 0.35296, 0.99999
8620, 0.14253, 0.9999
86028, 0.07341, 0.99984
82199, 0.05123, 0.99981
93890, 0.04005, 0.99959
69886, 0.00974, 0.99871
31905, 0.00468, 0.99831
64310, 0.00099, 0.99737
3830, 0.00087, 0.99086
65264, 0.00049, 0.96523
74800, 6e-05, 0.92508
59575, 4e-05, 0.89787
31377, 3e-05, 0.65443
6690, 0.00011, 0.04239
15306, 0.0003, 0.00136
89671, 0.00458, 0.00062
21853, 0.04166, 0.00028
54544, 0.07781, 0.0001
9047, 0.19054, 3e-05
