100
0.57025, 0.94716
0.57013, 0.54415
0.79166, 0.52894
0.76061, 0.31268
0.70822, 0.28124
0.30412, 0.76454
0.87911, 0.86984
0.36889, 0.01275
0.0478, 0.78229
0.63341, 0.98245
0.56276, 0.54155
0.74642, 0.21595
0.13764, 0.50327
0.05305, 0.86507
0.3524, 0.43476
0.7876, 0.31964
0.4698, 0.73993
0.16088, 0.80812
0.92795, 0.46086
0.22444, 0.49
0.15068, 0.92168
0.86058, 0.46909
0.68156, 0.9083
0.9302, 0.29344
0.45878, 0.05684
0.23321, 0.66553
0.45809, 0.85449
0.51331, 0.65509
0.63677, 0.45387
0.88721, 0.72362
0.95959, 0.65403
0.23981, 0.06467
0.98575, 0.21902
0.0821, 0.12572
0.88896, 0.80917
0.70619, 0.16914
0.95531, 0.77053
0.80015, 0.09056
0.17695, 0.84181
0.13962, 0.80104
0.49172, 0.56556
0.88398, 0.78777
0.09019, 0.10781
0.75444, 0.52067
0.32815, 0.66348
0.05399, 0.21018
0.6428, 0.88086
0.48204, 0.41541
0.54823, 0.43397
0.87517, 0.44078
0.25637, 0.85049
0.22129, 0.84514
0.63862, 0.40061
0.88287, 0.44479
0.97221, 0.15629
0.74211, 0.91909
0.43413, 0.74582
0.33865, 0.50537
0.93472, 0.08121
0.53649, 0.98919
0.51476, 0.72302
0.94509, 0.30058
0.60187, 0.99517
0.34493, 0.57984
0.52344, 0.89164
0.80018, 0.15972
0.29447, 0.49109
0.49835, 0.13667
0.29324, 0.83707
0.98638, 0.51022
0.90163, 0.99899
0.44641, 0.67364
0.63801, 0.92087
0.97219, 0.84651
0.09241, 0.83002
0.44353, 0.60961
0.95008, 0.88315
0.74861, 0.47795
0.45867, 0.33862
0.31621, 0.23247
0.92514, 0.89991
0.50363, 0.88014
0.43654, 0.85551
0.81461, 0.20484
0.2895, 0.85918
0.11443, 0.37465
0.82943, 0.18148
0.90471, 0.62107
0.64483, 0.71841
0.39994, 0.83101
0.47987, 0.8654
0.95857, 0.86727
0.77871, 0.02612
0.16372, 0.47757
0.57051, 0.98708
0.76892, 0.7995
0.31004, 0.3555
0.72758, 0.16999
0.29213, 0.36153
0.71347, 0.46013
