31
191280, 0.32979, 1e-05
30040, 0.96822, 2e-05
433879, 0.99424, 8e-05
96377, 0.99775, 0.00018
454087, 0.99885, 0.00022
290563, 0.99949, 0.00557
388711, 0.99996, 0.02237
479248, 0.99999, 0.05596
408446, 1.0, 0.08521
244749, 1.0, 0.64029
253787, 0.99998, 0.97437
357368, 0.99997, 0.9919
244642, 0.99964, 0.99678
442091, 0.99867, 0.99995
18388, 0.9958, 0.99997
31357, 0.94268, 1.0
306275, 0.40775, 1.0
282314, 0.28807, 0.99999
353836, 0.00252, 0.99995
115182, 0.00021, 0.99621
91581, 0.0001, 0.99527
228615, 3e-05, 0.99151
310071, 2e-05, 0.86483
38176, 1e-05, 0.69748
315179, 1e-05, 0.05849
114708, 5e-05, 0.02163
225936, 7e-05, 0.00531
13462, 0.00025, 0.00011
411289, 0.00071, 5e-05
421810, 0.01502, 4e-05
401950, 0.13842, 2e-05
