50
0.36978, 0.49545
0.86314, 0.90937
0.92601, 0.80448
0.37953, 0.14469
0.7702, 0.0697
0.51854, 0.90108
0.34591, 0.66908
0.61434, 0.21594
0.16971, 0.58875
0.55412, 0.71636
0.82037, 0.68417
0.35825, 0.59075
0.99155, 0.41549
0.3039, 0.1932
0.75748, 0.47024
0.6792, 0.27861
0.34549, 0.47753
0.34953, 0.47524
0.2664, 0.99359
0.45836, 0.39613
0.68101, 0.50119
0.69197, 0.6885
0.89937, 0.43021
0.11827, 0.51722
0.24725, 0.35196
0.30981, 0.98121
0.2438, 0.61648
0.03632, 0.83124
0.21804, 0.63033
0.58745, 0.41439
0.59014, 0.24971
0.52777, 0.97199
0.22958, 0.4023
0.4104, 0.85916
0.99873, 0.20036
0.84886, 0.81598
0.96981, 0.45451
0.08466, 0.27586
0.42898, 0.64198
0.82206, 0.65481
0.11247, 0.57664
0.23694, 0.72669
0.32536, 0.85999
0.89255, 0.33872
0.90089, 0.99744
0.05817, 0.1995
0.67019, 0.16541
0.6002, 0.05591
0.30258, 0.46622
0.19755, 0.47738
